sncb_stream$start:UINT64,sncb_stream$end:UINT64,sncb_stream$varBP:FLOAT64,sncb_stream$varFF:FLOAT64,sncb_stream$cnt:UINT64
1723038800,1723048800,5.366,5.043,1983
1723039000,1723049000,5.366,5.043,1999
1723039200,1723049200,5.366,5.047,1999
1723039400,1723049400,5.366,5.047,1995
1723039600,1723049600,5.366,5.047,2011
1723039800,1723049800,5.366,5.047,2014
1723040000,1723050000,5.366,5.047,2013
1723040200,1723050200,5.366,5.047,2004
1723040400,1723050400,5.366,5.047,2009
1723040600,1723050600,5.366,5.047,1990
1723040800,1723050800,5.366,5.047,1986
1723041000,1723051000,5.366,5.047,1985
1723041200,1723051200,5.366,5.047,1981
1723041400,1723051400,5.366,5.047,1960
1723041600,1723051600,5.366,5.047,1936
1723041800,1723051800,5.366,5.047,1925
1723042000,1723052000,5.366,5.047,1916
1723042200,1723052200,5.366,5.047,1915
1723042400,1723052400,5.366,5.047,1914
1723042600,1723052600,5.366,5.047,1905
1723043000,1723053000,5.433,5.047,1903
1723042800,1723052800,5.433,5.047,1902
1723043200,1723053200,5.433,5.047,1901
1723043400,1723053400,5.433,5.047,1873
1723043600,1723053600,5.433,5.047,1862
1723043800,1723053800,5.433,5.047,1846
1723044000,1723054000,5.433,5.047,1823
1723044200,1723054200,5.433,5.047,1809
1723044400,1723054400,5.433,5.047,1788
1723044600,1723054600,5.433,5.047,1758
1723044800,1723054800,5.433,5.047,1715
1723045000,1723055000,5.433,5.047,1710
1723045200,1723055200,5.433,5.047,1715
1723045400,1723055400,5.433,5.047,1680
1723045600,1723055600,5.433,5.047,1666
1723045800,1723055800,5.433,5.047,1661
1723046000,1723056000,5.433,5.047,1659
1723046200,1723056200,5.433,5.047,1680
1723046400,1723056400,5.433,5.047,1702
1723046600,1723056600,5.433,5.047,1720
1723047000,1723057000,5.433,5.047,1713
1723046800,1723056800,5.433,5.047,1718
1723047200,1723057200,5.433,5.047,1723
1723047600,1723057600,5.433,5.047,1738
1723047400,1723057400,5.433,5.047,1734
1723047800,1723057800,5.433,5.047,1751
1723048000,1723058000,5.433,5.047,1765
1723048400,1723058400,5.433,5.047,1746
1723048200,1723058200,5.433,5.047,1757
1723048600,1723058600,5.433,5.047,1765
1723048800,1723058800,5.433,5.047,1788
1723049000,1723059000,5.433,5.047,1787
1723049200,1723059200,5.433,5.043,1797
1723049400,1723059400,5.433,5.043,1808
1723049600,1723059600,5.433,5.043,1791
1723049800,1723059800,5.433,5.043,1786
1723050000,1723060000,5.433,5.043,1795
1723050200,1723060200,5.433,5.043,1799
1723050400,1723060400,5.433,5.043,1783
1723050600,1723060600,5.433,5.043,1792
1723050800,1723060800,5.433,5.043,1781
1723051000,1723061000,5.433,5.043,1756
1723051200,1723061200,5.433,5.043,1729
1723051400,1723061400,5.433,5.043,1728
1723051600,1723061600,5.433,5.043,1738
1723051800,1723061800,5.433,5.043,1733
1723052000,1723062000,5.433,5.043,1734
1723052200,1723062200,5.433,5.043,1724
1723052600,1723062600,5.433,5.043,1700
1723052400,1723062400,5.433,5.043,1711
1723052800,1723062800,5.268,5.043,1693
1723053000,1723063000,5.066,5.043,1680
1723053200,1723063200,5.066,5.043,1674
1723053400,1723063400,5.066,5.043,1692
1723053600,1723063600,5.066,5.043,1704
1723053800,1723063800,5.066,5.043,1710
1723054000,1723064000,5.066,5.043,1716
1723054200,1723064200,5.066,5.043,1722
1723054400,1723064400,5.066,5.043,1739
1723054600,1723064600,5.066,5.043,1750
1723054800,1723064800,5.066,5.043,1774
1723055000,1723065000,5.332,5.043,1774
1723055200,1723065200,5.332,5.043,1766
1723055400,1723065400,5.332,5.043,1788
1723055600,1723065600,5.332,5.043,1807
1723055800,1723065800,5.332,5.043,1807
1723056000,1723066000,5.332,5.043,1799
1723056200,1723066200,5.332,5.043,1780
1723056400,1723066400,5.332,5.043,1763
1723056600,1723066600,5.332,5.043,1743
1723056800,1723066800,5.332,5.043,1752
1723057000,1723067000,5.332,5.043,1769
1723057200,1723067200,5.332,5.043,1762
1723057400,1723067400,5.332,5.043,1751
1723057600,1723067600,5.332,5.043,1751
1723057800,1723067800,5.332,5.043,1752
1723058000,1723068000,5.332,5.043,1747
1723058200,1723068200,5.332,5.043,1757
1723058400,1723068400,5.332,5.043,1763
1723058600,1723068600,5.332,5.043,1758
1723058800,1723068800,5.332,5.043,1754
1723059200,1723069200,5.332,5.043,1752
1723059000,1723069000,5.332,5.043,1755
1723059400,1723069400,5.332,5.043,1761
1723059600,1723069600,5.332,5.043,1785
1723059800,1723069800,5.332,5.043,1798
1723060000,1723070000,5.332,5.043,1793
1723060200,1723070200,5.535,5.043,1807
1723060400,1723070400,5.535,5.043,1833
1723060600,1723070600,5.535,5.043,1849
1723060800,1723070800,5.535,5.043,1870
1723061000,1723071000,5.535,5.043,1898
1723061200,1723071200,5.535,5.043,1916
1723061400,1723071400,5.535,5.043,1942
1723061600,1723071600,5.535,5.043,1958
1723062000,1723072000,5.535,5.043,1973
1723061800,1723071800,5.535,5.043,1974
1723062200,1723072200,5.535,5.043,1991
1723062400,1723072400,5.535,5.043,2015
1723062600,1723072600,5.535,5.043,2036
1723063200,1723073200,5.535,5.043,2074
1723062800,1723072800,5.535,5.043,2054
1723063000,1723073000,5.535,5.043,2070
1723063400,1723073400,5.535,5.043,2097
1723063600,1723073600,5.535,5.043,2119
1723063800,1723073800,5.535,5.043,2119
1723064000,1723074000,5.535,5.043,2145
1723064200,1723074200,5.535,5.036,2173
1723064600,1723074600,5.535,5.032,2198
1723064400,1723074400,5.535,5.036,2178
1723064800,1723074800,5.535,5.021,2204
1723065000,1723075000,5.535,5.017,2211
1723065200,1723075200,5.535,5.017,2238
1723065600,1723075600,5.535,5.002,2222
1723065400,1723075400,5.535,5.017,2226
1723065800,1723075800,5.535,5.002,2251
1723066000,1723076000,5.535,3.971,2271
1723066200,1723076200,5.535,3.971,2280
1723066400,1723076400,5.535,3.971,2283
1723066600,1723076600,5.535,3.971,2289
1723066800,1723076800,5.535,3.971,2287
1723067200,1723077200,5.535,3.971,2287
1723067000,1723077000,5.535,3.971,2285
1723067400,1723077400,5.535,3.971,2297
1723067600,1723077600,5.535,3.971,2303
1723067800,1723077800,5.535,3.971,2291
1723068000,1723078000,5.535,3.971,2286
1723068200,1723078200,5.535,3.971,2292
1723068400,1723078400,5.535,3.971,2295
1723068600,1723078600,5.535,3.971,2295
1723068800,1723078800,5.535,3.971,2298
1723069000,1723079000,5.535,3.971,2301
1723069200,1723079200,5.535,3.971,2294
1723069400,1723079400,5.535,3.971,2282
1723069600,1723079600,5.535,3.971,2288
1723069800,1723079800,5.535,3.971,2280
1723070000,1723080000,5.535,3.971,2280
1723070200,1723080200,5.445,3.971,2278
1723070400,1723080400,5.325,3.971,2261
1723070600,1723080600,5.325,3.971,2260
1723070800,1723080800,5.325,3.971,2262
1723071200,1723081200,5.325,3.971,2238
1723071000,1723081000,5.325,3.971,2241
1723071400,1723081400,5.325,3.971,2224
1723071600,1723081600,5.325,3.971,2222
1723071800,1723081800,5.325,3.971,2223
1723072000,1723082000,5.062,3.971,2230
1723072200,1723082200,5.025,3.971,2230
1723072400,1723082400,5.021,3.971,2218
1723072600,1723082600,5.021,3.971,2223
1723072800,1723082800,5.021,3.971,2235
1723073000,1723083000,5.021,3.952,2247
1723073200,1723083200,5.467,5.017,2248
1723073400,1723083400,5.467,5.017,2243
1723073600,1723083600,5.467,5.017,2233
1723073800,1723083800,5.467,5.017,2255
1723074000,1723084000,5.467,5.017,2251
1723074200,1723084200,5.467,5.017,2240
1723074400,1723084400,5.467,5.017,2249
1723074600,1723084600,5.467,5.066,2245
1723074800,1723084800,5.467,5.066,2235
1723075000,1723085000,5.467,5.066,2233
1723075200,1723085200,5.467,5.066,2227
1723075400,1723085400,5.467,5.066,2232
1723075600,1723085600,5.467,5.066,2232
1723075800,1723085800,5.467,5.066,2232
1723076000,1723086000,5.467,5.066,2228
1723076200,1723086200,5.467,5.066,2224
1723076600,1723086600,5.467,5.066,2225
1723076400,1723086400,5.467,5.066,2226
1723076800,1723086800,5.467,5.066,2231
1723077000,1723087000,5.467,5.066,2240
1723077200,1723087200,5.467,5.066,2248
1723077400,1723087400,5.467,5.066,2255
1723077600,1723087600,5.467,5.066,2251
1723077800,1723087800,5.467,5.066,2264
1723078000,1723088000,5.467,5.066,2273
1723078200,1723088200,5.467,5.066,2268
1723078400,1723088400,5.467,5.066,2289
1723078600,1723088600,5.467,5.066,2274
1723078800,1723088800,5.467,5.066,2257
1723079000,1723089000,5.467,5.066,2264
1723079200,1723089200,5.467,5.066,2268
1723079400,1723089400,5.467,5.066,2255
1723079600,1723089600,5.467,5.066,2239
1723079800,1723089800,5.467,5.066,2242
1723080000,1723090000,5.467,5.066,2242
1723080200,1723090200,5.467,5.066,2246
1723080400,1723090400,5.467,5.066,2263
1723080600,1723090600,5.467,5.066,2255
1723080800,1723090800,5.467,5.066,2248
1723081000,1723091000,5.467,5.066,2269
1723081200,1723091200,5.467,5.066,2272
1723081400,1723091400,5.467,5.066,2269
1723081600,1723091600,5.467,5.066,2272
1723081800,1723091800,5.467,5.066,2274
1723082000,1723092000,5.467,5.066,2259
1723082200,1723092200,5.467,5.066,2252
1723082400,1723092400,5.467,5.066,2265
1723082600,1723092600,5.467,5.066,2278
1723082800,1723092800,5.467,5.066,2253
1723083000,1723093000,5.467,5.066,2237
1723083200,1723093200,5.441,5.066,2245
1723083400,1723093400,5.441,5.066,2237
1723083600,1723093600,5.441,5.066,2225
1723083800,1723093800,5.441,5.066,2219
1723084000,1723094000,5.441,5.066,2216
1723084200,1723094200,5.441,5.066,2218
1723084600,1723094600,5.441,5.025,2217
1723084400,1723094400,5.441,5.066,2212
1723084800,1723094800,5.441,5.025,2226
1723085000,1723095000,5.441,5.025,2235
1723085200,1723095200,5.441,5.025,2232
1723085400,1723095400,5.441,5.025,2235
1723085600,1723095600,5.441,5.025,2223
1723085800,1723095800,5.441,5.025,2205
1723086000,1723096000,5.441,5.025,2209
1723086200,1723096200,5.441,5.025,2215
1723086400,1723096400,5.441,5.025,2216
1723086600,1723096600,5.441,5.025,2226
1723087000,1723097000,5.441,5.013,2202
1723086800,1723096800,5.441,5.017,2221
1723087200,1723097200,5.441,5.013,2201
1723087400,1723097400,5.441,5.013,2193
1723087800,1723097800,5.441,5.013,2175
1723087600,1723097600,5.441,5.013,2178
1723088200,1723098200,5.463,5.013,2185
1723088000,1723098000,5.441,5.013,2176
1723088400,1723098400,5.463,5.013,2166
1723088600,1723098600,5.463,5.013,2188
1723088800,1723098800,5.463,5.013,2209
1723089000,1723099000,5.463,5.013,2199
1723089200,1723099200,5.463,5.013,2212
1723089400,1723099400,5.463,5.013,2241
1723089600,1723099600,5.463,5.013,2247
1723089800,1723099800,5.463,5.013,2253
1723090000,1723100000,5.463,5.013,2248
1723090200,1723100200,5.463,5.013,2227
1723090400,1723100400,5.463,5.013,2207
1723090600,1723100600,5.463,5.013,2181
1723090800,1723100800,5.463,5.013,2162
1723091000,1723101000,5.463,5.013,2146
1723091200,1723101200,5.463,5.013,2144
1723091400,1723101400,5.463,5.013,2141
1723091600,1723101600,5.463,5.013,2115
1723091800,1723101800,5.463,5.013,2094
1723092000,1723102000,5.463,5.013,2086
1723092200,1723102200,5.463,5.013,2087
1723092600,1723102600,5.463,5.013,2059
1723092400,1723102400,5.463,5.013,2080
1723092800,1723102800,5.463,5.013,2061
1723093000,1723103000,5.463,5.013,2071
1723093200,1723103200,5.463,5.013,2058
1723093400,1723103400,5.463,5.013,2050
1723093600,1723103600,5.463,5.013,2063
1723093800,1723103800,5.463,5.013,2051
1723094000,1723104000,5.463,5.006,2042
1723094200,1723104200,5.463,5.006,2038
1723094400,1723104400,5.463,5.006,2020
1723094600,1723104600,5.463,5.006,2008
1723094800,1723104800,5.463,5.006,1990
1723095000,1723105000,5.463,5.006,1968
1723095200,1723105200,5.463,5.006,1950
1723095400,1723105400,5.463,5.006,1919
1723095600,1723105600,5.463,5.006,1902
1723095800,1723105800,5.463,5.006,1889
1723096000,1723106000,5.463,5.006,1867
1723096200,1723106200,5.463,5.006,1840
1723096400,1723106400,5.463,5.006,1822
1723096600,1723106600,5.463,5.006,1808
1723096800,1723106800,5.463,5.006,1800
1723097000,1723107000,5.463,5.006,1803
1723097200,1723107200,5.463,5.013,1782
1723097400,1723107400,5.463,5.025,1755
1723097600,1723107600,5.463,5.025,1742
1723097800,1723107800,5.463,5.032,1725
1723098000,1723108000,5.463,5.043,1706
1723098200,1723108200,5.46,5.043,1689
1723098400,1723108400,5.07,5.043,1669
1723098600,1723108600,5.07,5.043,1646
1723098800,1723108800,5.07,5.043,1636
1723099000,1723109000,5.07,5.043,1625
1723099200,1723109200,5.07,5.043,1602
1723099400,1723109400,5.07,5.043,1571
1723099600,1723109600,5.07,5.043,1558
1723099800,1723109800,5.07,5.043,1536
1723100000,1723110000,5.07,5.043,1529
1723100200,1723110200,5.07,5.043,1543
1723100400,1723110400,5.07,5.043,1556
1723100600,1723110600,5.07,5.043,1586
1723100800,1723110800,5.07,5.043,1611
1723101000,1723111000,5.07,5.043,1609
1723101200,1723111200,5.07,5.043,1604
1723101400,1723111400,5.07,5.043,1610
1723101800,1723111800,5.07,5.043,1647
1723101600,1723111600,5.07,5.043,1635
1723102000,1723112000,5.07,5.043,1678
1723102200,1723112200,5.07,5.043,1697
1723102400,1723112400,5.07,5.043,1694
1723102600,1723112600,5.07,5.043,1706
1723102800,1723112800,5.07,5.043,1730
1723103000,1723113000,5.07,5.043,1731
1723103200,1723113200,5.07,5.043,1742
1723103600,1723113600,5.07,5.043,1739
1723103400,1723113400,5.07,5.043,1751
1723103800,1723113800,5.07,5.043,1735
1723104000,1723114000,5.07,5.043,1748
1723104200,1723114200,5.07,5.043,1739
1723104400,1723114400,5.07,5.043,1752
1723104600,1723114600,5.07,5.043,1758
1723104800,1723114800,5.07,5.043,1763
1723105200,1723115200,5.07,5.043,1793
1723105000,1723115000,5.07,5.043,1778
1723105400,1723115400,5.07,5.043,1816
1723105600,1723115600,5.07,5.043,1841
1723105800,1723115800,5.07,5.043,1867
1723106000,1723116000,5.07,5.043,1884
1723106200,1723116200,5.07,5.043,1905
1723106400,1723116400,5.07,5.043,1929
1723106600,1723116600,5.07,5.043,1944
1723106800,1723116800,5.07,5.043,1954
1723107000,1723117000,5.07,5.043,1968
1723107200,1723117200,5.07,5.043,1995
1723107400,1723117400,5.07,5.043,2019
1723107600,1723117600,5.07,5.043,2032
1723107800,1723117800,5.07,5.043,2040
1723108000,1723118000,5.07,5.04,2051
1723108200,1723118200,5.066,5.04,2056
1723108400,1723118400,5.066,5.04,2077
1723108800,1723118800,5.066,5.04,2110
1723108600,1723118600,5.066,5.04,2106
1723109000,1723119000,5.066,5.04,2116
1723109200,1723119200,5.066,5.04,2145
1723109400,1723119400,5.066,5.04,2163
1723109600,1723119600,5.066,5.04,2164
1723109800,1723119800,5.066,5.04,2172
1723110000,1723120000,5.066,5.04,2165
1723110200,1723120200,5.062,5.04,2151
1723110400,1723120400,5.062,5.04,2145
1723110600,1723120600,5.062,5.051,2148
1723110800,1723120800,5.062,5.051,2131
1723111000,1723121000,5.062,5.051,2139
1723111200,1723121200,5.062,5.051,2138
1723111400,1723121400,5.062,5.051,2130
1723111600,1723121600,5.062,5.051,2124
1723111800,1723121800,5.058,5.051,2123
1723112000,1723122000,5.043,5.051,2107
1723112200,1723122200,5.043,5.051,2084
1723112400,1723122400,5.043,5.051,2063
1723112600,1723122600,5.043,5.051,2051
1723112800,1723122800,5.043,5.051,2028
1723113000,1723123000,5.043,5.051,2018
1723113200,1723123200,5.043,5.051,2011
1723113400,1723123400,5.058,5.051,1986
1723113600,1723123600,5.058,5.051,1972
1723113800,1723123800,5.058,5.051,1972
1723114000,1723124000,5.058,5.051,1946
1723114200,1723124200,5.058,5.051,1931
1723114400,1723124400,5.058,5.051,1923
1723114600,1723124600,5.058,5.051,1913
1723114800,1723124800,5.058,5.051,1909
1723115000,1723125000,5.058,5.051,1896
1723115200,1723125200,5.058,5.051,1877
1723115400,1723125400,5.058,5.051,1860
1723115600,1723125600,5.058,5.051,1849
1723115800,1723125800,5.058,5.051,1827
1723116000,1723126000,5.062,5.051,1821
1723116200,1723126200,5.062,5.051,1822
1723116400,1723126400,5.062,5.051,1805
1723116600,1723126600,5.066,5.051,1797
1723116800,1723126800,5.066,5.051,1790
1723117000,1723127000,5.066,5.051,1776
1723117200,1723127200,5.066,5.051,1755
1723117400,1723127400,5.066,5.051,1756
1723117600,1723127600,5.066,5.051,1758
1723117800,1723127800,5.066,5.051,1753
1723118000,1723128000,5.066,5.051,1741
1723118200,1723128200,5.066,5.051,1747
1723118400,1723128400,5.066,5.051,1757
1723118600,1723128600,5.066,5.051,1754
1723118800,1723128800,5.066,5.051,1744
1723119000,1723129000,5.066,5.051,1757
1723119200,1723129200,5.066,5.051,1745
1723119400,1723129400,5.066,5.051,1750
1723119600,1723129600,5.066,5.051,1763
1723119800,1723129800,5.066,5.051,1776
1723120000,1723130000,5.066,5.051,1802
1723120200,1723130200,5.066,5.051,1824
1723120400,1723130400,5.066,5.051,1804
1723120600,1723130600,5.066,5.036,1757
1723121000,1723131000,5.066,5.036,1680
1723121200,1723131200,5.066,5.036,1643
1723121400,1723131400,5.066,5.036,1605
1723120800,1723130800,5.066,5.036,1722
1723121600,1723131600,5.066,5.036,1568
1723121800,1723131800,5.066,5.036,1531
1723122000,1723132000,5.066,5.036,1493
1723122200,1723132200,5.066,5.036,1459
1723122600,1723132600,5.066,5.036,1404
1723122400,1723132400,5.066,5.036,1439
1723122800,1723132800,5.066,5.036,1364
1723123000,1723133000,5.066,5.036,1328
1723123200,1723133200,5.066,5.036,1288
1723123400,1723133400,5.066,5.036,1264
1723123600,1723133600,5.066,5.036,1245
1723123800,1723133800,5.066,5.036,1212
1723124000,1723134000,5.066,5.036,1187
1723124200,1723134200,5.066,5.036,1169
1723124400,1723134400,5.066,5.036,1139
1723124600,1723134600,5.066,5.036,1105
1723124800,1723134800,5.066,5.036,1073
1723125000,1723135000,5.066,5.036,1041
1723125200,1723135200,5.066,5.036,1015
1723125400,1723135400,3.266,3.645,994
1723125600,1723135600,3.266,3.645,961
1723125800,1723135800,3.266,3.645,931
1723126000,1723136000,3.266,3.645,894
1723126200,1723136200,3.266,3.645,851
1723126400,1723136400,3.266,3.645,818
1723126600,1723136600,3.258,3.645,779
1723126800,1723136800,3.258,3.645,745
1723127000,1723137000,3.258,3.645,711
1723127200,1723137200,3.258,3.645,680
1723127400,1723137400,3.258,3.645,637
1723127600,1723137600,3.258,3.645,601
1723127800,1723137800,3.258,3.645,568
1723128000,1723138000,3.258,3.645,540
1723128200,1723138200,3.258,3.645,497
1723128400,1723138400,3.258,3.645,441
1723128800,1723138800,3.258,3.645,357
1723129000,1723139000,3.258,3.645,306
1723128600,1723138600,3.258,3.645,389
1723129200,1723139200,3.258,3.645,258
1723129600,1723139600,3.258,3.645,167
1723129800,1723139800,3.258,3.645,121
1723130000,1723140000,3.251,3.645,71
1723130200,1723140200,3.221,3.645,19
1723129400,1723139400,3.258,3.645,213
